,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio
1483,smartphone multilaser nb230 desbloqueado gsm dual chip 16gb android 5.0 preto,660,2017,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,16.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-nb230-desbloqueado-gsm-dual-chip-16gb-android-5-0-preto/p
1484,smartphone alcatel one touch pop c9 ot 7047a desbloqueado gsm dual chip cinza,659,2015,5.5,1,0,1,8.0,0.0,0,full hd,1,0.95,barra,1,4.0,185.0,gsm,2.3,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-alcatel-one-touch-pop-c9-ot-7047a-desbloqueado-gsm-dual-chip-cinza/p
1485,smartphone samsung galaxy j2 prime tv g532m desbloqueado gsm dual chip 4g 16gb android 6.0 dourado,659,2017,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.87,barra,1,16.0,160.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-prime-tv-g532m-desbloqueado-gsm-dual-chip-4g-16gb-android-6-0-dourado/p
1487,smartphone multilaser ms60x plus nb739 desbloqueado 16gb android 8.1 preto,655,2020,5.7,1,0,1,13.0,8.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,16.0,161.71428571428572,tec_not_informed,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60x-plus-nb739-desbloqueado-16gb-android-8-1-preto/p
1489,smartphone positivo twist mini s430 desbloquedo gsm dual chip 8gb android 6.0 cinza,654,2017,4.0,1,1,1,8.0,1.3,0,rec_capacity_not_informed,1,1.0,barra,1,8.0,110.0,gsm,6.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-mini-s430-desbloquedo-gsm-dual-chip-8gb-android-6-0-cinza/p
1490,smartphone alcatel pixi4 8050e desbloqueado gsm dual chip 8gb android 5.1 preto,650,2017,6.0,1,0,1,13.0,8.0,0,rec_capacity_not_informed,1,0.79,barra,1,8.0,170.0,gsm,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-alcatel-pixi4-8050e-desbloqueado-gsm-dual-chip-8gb-android-5-1-preto/p
1491,smartphone samsung galaxy j2 duos sm-j200m 4g desbloqueado oi gsm android 5.1 preto,649,2016,4.7,1,1,1,5.0,2.0,0,hd,1,0.8,barra,1,8.0,130.0,gsm,5.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-duos-sm-j200m-4g-desbloqueado-oi-gsm-android-5-1-preto/p
1492,smartphone sony xperia e5 desbloqueado gsm 16gb android 6.0 preto,649,2016,5.0,1,1,1,13.0,5.0,1,rec_capacity_not_informed,0,0.82,barra,1,16.0,147.0,gsm,6.0,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-e5-desbloqueado-gsm-16gb-android-6-0-preto/p
1493,smartphone motorola moto e4 plus xt1773 16gb 5.5'' dual chip android 7.0 4g desbloqueado gsm ouro,649,2017,5.5,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.96,barra,1,16.0,198.0,gsm,7.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e4-plus-xt1773-16gb-5-5-dual-chip-android-7-0-4g-desbloqueado-gsm-ouro/p
1494,smartphone motorola moto e5 play xt1920 desbloqueado gsm 16gb android 8.1 preto,649,2018,5.3,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.92,barra,1,16.0,145.0,gsm,8.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e5-play-xt1920-desbloqueado-gsm-16gb-android-8-1-preto/p
1495,smartphone lg k11 alpha lmx410btw desbloqueado gsm 16gb dual chip android 7.1 preto + cartao de 16gb,649,2019,5.3,1,1,1,8.0,5.0,0,hd,1,0.87,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-alpha-lmx410btw-desbloqueado-gsm-16gb-dual-chip-android-7-1-preto-cartao-de-16gb/p
1496,smartphone lg k11+ lmx410bcw desbloqueado gsm 32gb dual chip android 7.1 azul,649,2018,5.3,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,3.116301369863014,barra,1,32.0,163.0,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-lmx410bcw-desbloqueado-gsm-32gb-dual-chip-android-7-1-azul/p
1497,smartphone samsung galaxy j4 j400m desbloqueado dual chip gsm 16gb android 8.0 preto,649,2018,5.5,1,1,1,13.0,5.0,0,full hd,1,81.0,barra,1,16.0,175.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j4-j400m-desbloqueado-dual-chip-gsm-16gb-android-8-0-preto/p
1498,smartphone lg k11 alpha lmx410btw desbloqueado gsm 16gb dual chip android 7.1 preto,649,2018,5.3,1,1,1,8.0,5.0,0,hd,1,0.87,barra,1,16.0,164.09353233830848,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-alpha-lmx410btw-desbloqueado-gsm-16gb-dual-chip-android-7-1-preto/p
1499,smartphone multilaser nb237 desbloqueado gsm dual chip 8gb android 5.0 dourado,639,2017,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,8.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-nb237-desbloqueado-gsm-dual-chip-8gb-android-5-0-dourado/p
1504,smartphone samsung galaxy s iii gt-i8190 mini desbloqueado gsm android grafite,629,2013,4.8,1,0,1,8.0,0.0,1,rec_capacity_not_informed,0,1.0514285714285716,barra,1,16.0,133.0,gsm,2.3,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s-iii-gt-i8190-mini-desbloqueado-gsm-android-grafite/p
1506,smartphone multilaser g max p9107 desbloqueado 32gb android 9.0 go preto,625,2020,6.0,1,1,1,5.0,5.0,0,rec_capacity_not_informed,0,3.96212962962963,barra,0,32.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-g-max-p9107-desbloqueado-32gb-android-9-0-go-preto/p
1507,smartphone positivo twist pro dual chip 32gb 3g preto,622,2019,5.7,1,0,1,0.0,8.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,0,32.0,171.99525423728812,gsm,0.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-pro-dual-chip-32gb-3g-preto/p
1508,smartphone cce motion plus sk504 desbloqueado gsm android 4gb,620,2013,5.0,1,0,1,8.0,0.0,0,rec_capacity_not_informed,1,1.0514285714285716,barra,1,4.0,158.0,gsm,2.3,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-cce-motion-plus-sk504-desbloqueado-gsm-android-cartao-de-memoria-4gb/p
1509,smartphone multilaser ms40s nb252 desbloqueado gsm dual chip 8gb android 4.4 branco,619,2017,4.0,1,0,1,5.0,2.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,0,8.0,154.9047619047619,gsm,4.4,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms40s-nb252-desbloqueado-gsm-dual-chip-8gb-android-4-4-branco/p
1510,"smartphone samsung galaxy j2 core sm-j260mz. 4g quad core 1.4ghz 16gb camera 8mp tela 5.0"". preto",619,2019,,0,0,0,0.0,0.0,0,rec_capacity_not_informed,0,3.422811501597444,,0,16.0,171.99525423728812,tec_not_informed,0.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-core-sm-j260mz-4g-quad-core-1-4ghz-16gb-camera-8mp-tela-5-0-preto/p
1511,smartphone qbex x-gray intel w510 desbloqueado gsm 3g android 4.4 16gb,609,2016,5.0,1,0,0,8.0,0.0,0,rec_capacity_not_informed,0,0.8,barra,1,16.0,160.0,gsm,4.4,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-qbex-x-gray-intel-desbloqueado-gsm-3g-android-4-4-16gb-cinza/p
1512,smartphone positivo twist s520 desbloqueado gsm dual chip 8gb android 6.0,609,2019,5.0,1,0,1,8.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,8.0,149.0,gsm,6.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s520-desbloqueado-gsm-dual-chip-8gb-android-6-0/p
1519,smartphone lenovo k8 plus desbloqueado gsm 32gb android 7.1 preto,609,2018,5.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.89,barra,1,32.0,165.0,gsm,7.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-k8-plus-desbloqueado-gsm-32gb-android-7-1-preto/p
1520,smartphone asus zenfone live l1 za550kl desbloqueado gsm 32gb azul,604,2019,5.5,1,1,1,13.0,5.0,0,rec_capacity_not_informed,0,3.422811501597444,barra,1,32.0,140.0,gsm,0.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-l1-za550kl-desbloqueado-gsm-dual-chip-32gb-azul/p
1524,smartphone samsung galaxy j2 prime sm-g532m desbloqueado gsm dual chip 4g 16gb android 6.0 rosa,599,2018,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.87,barra,1,16.0,160.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-prime-sm-g532m-desbloqueado-gsm-dual-chip-4g-16gb-android-6-0-rosa/p
1525,smartphone asus zenfone live l1 za550kl desbloqueado gsm dual chip 32gb dourado,599,2019,5.5,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,32.0,140.0,gsm,0.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-l1-za550kl-desbloqueado-gsm-dual-chip-32gb-dourado/p
1526,smartphone positivo twist 2 pro s532 desbloqueado gsm dourado e preto,599,2019,5.7,1,1,1,8.0,8.0,0,4k,1,3.422811501597444,barra,0,32.0,171.99525423728812,gsm,0.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-2-pro-s532-desbloqueado-gsm-dourado-e-preto/p
1530,smartphone positivo twist s531 desbloqueado dual chip 32gb android 8.0 cinza,599,2018,5.2,1,0,1,8.0,8.0,0,rec_capacity_not_informed,1,0.99,barra,1,32.0,160.0,gsm,8.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s531-desbloqueado-dual-chip-32gb-android-8-0-cinza/p
1533,smartphone sony xperia e4 dual desbloqueado gsm dual chip tv digital android branco,599,2015,5.0,1,0,1,5.0,0.0,0,rec_capacity_not_informed,1,0.8076470588235294,barra,0,8.0,144.0,gsm,2.3,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-e4-dual-desbloqueado-gsm-dual-chip-tv-digital-android-branco/p
1536,"smartphone tcl l9 5159j. 3g android 8.0 quad core 16gb camera 13mp tela 5.3"". preto",599,2020,,0,0,0,0.0,0.0,0,rec_capacity_not_informed,1,3.96212962962963,,0,16.0,161.71428571428572,tec_not_informed,8.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.supermuffato.com.br/smartphone-tcl-l9-5159j-3g-android-8-0-quad-core-16gb-camera-13mp-tela-5-3-pol-preto-2015387/p?idsku=2015387&utm_source=jacotei&utm_campaign=comparacao&utm_medium=comparador&utm_keywords=performance
1537,smartphone lg k11 alpha lmx410btw desbloqueado gsm 16gb dual chip android 7.1 dourado,599,2018,5.3,1,1,1,8.0,5.0,0,hd,1,0.87,barra,1,16.0,164.09353233830848,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-alpha-lmx410btw-desbloqueado-gsm-16gb-dual-chip-android-7-1-dourado/p
1538,smartphone samsung galaxy ace 4 lite duos sm-g313m dual chip desbloqueado gsm android,599,2014,4.0,1,0,1,3.0,0.0,0,vga,1,1.2,barra,1,4.0,118.0,gsm,2.3,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-ace-4-lite-duos-sm-g313m-dual-chip-desbloqueado-gsm-android/p
1539,smartphone multilaser nb716 ms60f desbloqueado dual chip 16gb android 7.0 dourado,599,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,3.116301369863014,barra,0,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-nb716-ms60f-desbloqueado-dual-chip-16gb-android-7-0-dourado/p
1540,celular tcl 5152d c5 desbloqueado dual chip gsm 32gb android 8.1 preto,599,2018,5.5,1,1,1,13.0,0.0,0,4k,1,0.85,barra,1,32.0,145.0,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-tcl-5152d-c5-desbloqueado-dual-chip-gsm-32gb-android-8-1-preto/p
1543,smartphone asus zenfone max m1 desbloqueado gsm 32gb dual chip android 7 dourado,599,2018,5.2,1,1,1,13.0,8.0,0,hd,1,0.87,barra,1,32.0,156.0,gsm,7.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m1-desbloqueado-gsm-32gb-dual-chip-android-7-dourado/p
1544,smartphone alcatel a2 xl hd desbloqueado gsm dual chip 16gb android 5.1,599,2017,6.0,1,0,1,8.0,13.0,0,rec_capacity_not_informed,0,0.79,barra,1,16.0,179.0,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-alcatel-a2-xl-hd-desbloqueado-gsm-dual-chip-16gb-android-5-1/p
1545,smartphone lg k5 x220dsh desbloqueado gsm dual chip 8gb android 5.1,596,2017,5.0,1,0,1,5.0,2.0,0,rec_capacity_not_informed,1,0.93,barra,0,8.0,255.0,gsm,5.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k5-x220dsh-desbloqueado-gsm-dual-chip-8gb-android-5-1/p
1546,smartphone multilaser ms60f p9056 desbloqueado dual chip gsm 16gb android 7.0 dourado e branco,595,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,3.116301369863014,barra,1,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60f-p9056-desbloqueado-dual-chip-gsm-16gb-android-7-0-dourado-e-branco/p
1549,smartphone samsung galaxy j2 core sm-j260m desbloqueado gsm dual chip 16gb android 8.1 prata,579,2019,5.0,1,1,1,8.0,5.0,0,full hd,1,0.8,barra,1,16.0,154.0,gsm,8.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-core-sm-j260m-desbloqueado-gsm-dual-chip-16gb-android-8-1-prata/p
1550,smartphone lg k8 plus desbloqueado lmx120bmw 16gb dual chip android 7.1 azul,579,2019,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-plus-desbloqueado-lmx120bmw-16gb-dual-chip-android-7-1-azul/p
1551,celular smartphone multilaser ms60x nb737 16gb android desbloqueado gsm preto,579,2019,5.7,1,0,0,0.0,0.0,0,rec_capacity_not_informed,0,3.422811501597444,barra,0,16.0,171.99525423728812,gsm,0.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-smartphone-multilaser-ms60x-nb737-16gb-android-desbloqueado-gsm-preto/p
1552,smartphone lg k8 plus desbloqueado lmx120bmw dual chip 16gb android 7.1 platinum,579,2019,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-plus-desbloqueado-lmx120bmw-dual-chip-16gb-android-7-1-platinum/p
1553,smartphone multilaser ms50r p9507 desbloqueado gsm dual chip 8gb android 5.0 dourado,578,2017,5.0,1,0,1,8.0,5.0,0,rec_capacity_not_informed,1,1.6,barra,1,8.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50r-p9507-desbloqueado-gsm-dual-chip-8gb-android-5-0-dourado/p
1557,smartphone lg k8 2017 x240ds desbloqueado gsm 16gb chip dual android 6.0 indigo,575,2017,5.0,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.8,barra,1,16.0,147.0,gsm,6.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-2017-x240ds-desbloqueado-gsm-16gb-chip-dual-android-6-0-indigo/p
1564,smartphone multilaser f pro p9118 dual chip 16gb android 9 preto,569,2020,5.5,1,1,1,5.0,5.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,16.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-f-pro-p9118-dual-chip-16gb-android-9-preto/p
1565,smartphone tcl l10 desbloqueado 32gb android 9.0 preto,569,2019,5.5,1,1,1,16.0,8.0,0,rec_capacity_not_informed,0,0.86,barra,1,32.0,146.0,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-tcl-l10-desbloqueado-32gb-android-9-0-preto/p
1566,"smartphone asus zenfone live zb551kl dtv 16gb 5.5"" 4g dual chip android 5.1 dourado",569,2016,5.5,1,1,1,13.0,0.0,0,hd,1,1.0,barra,1,16.0,160.0,tec_not_informed,5.1,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-zb551kl-dtv-16gb-5-5-4g-dual-chip-android-5-1-dourado/p
1567,smartphone multilaser ms55m colors p9047 desbloqueado gsm 16gb android 7.0 branco,569,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,1,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms55m-colors-p9047-desbloqueado-gsm-16gb-android-7-0-branco/p
1571,smartphone tcl l9 plus desbloqueado dual chip 32g tv digital android 9.0 preto,565,2019,5.5,1,1,1,8.0,5.0,1,rec_capacity_not_informed,1,0.91,barra,1,32.0,130.0,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-tcl-l9-plus-desbloqueado-dual-chip-32g-tv-digital-android-9-0-preto/p
1587,smartphone multilaser ms50g nb731 desbloqueado 8gb android 8.1 branco e dourado,556,2018,5.5,1,0,1,8.0,5.0,0,hd,0,3.116301369863014,barra,0,8.0,164.09353233830848,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50g-nb731-desbloqueado-8gb-android-8-1-branco-e-dourado/p
1590,smartphone positivo twist s520 m desbloqueado gsm dual chip 8gb android 6.0 azul,550,2017,5.0,1,0,1,8.0,5.0,0,rec_capacity_not_informed,1,0.94,barra,1,16.0,149.0,gsm,6.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s520-m-desbloqueado-gsm-dual-chip-8gb-android-6-0-azul/p
1592,smartphone multilaser p9082 ms60x desbloqueado 16gb android 8.1 dourado e branco,550,2019,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,0,0.82,barra,1,16.0,142.0,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-p9082-ms60x-desbloquead-16gb-android-8-1-dourado-e-branco/p
1593,smartphone multilaser ms60x p9081 desbloqueado 16gb android 8.1 preto,550,2019,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,0,0.82,barra,1,64.0,142.0,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60x-p9081-desbloqueado-16gb-android-8-1-preto/p
1594,smartphone lg k8 plus desbloqueado lmx120bmw 16gb android 7.1 preto,550,2019,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,0,3.422811501597444,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-plus-desbloqueado-lmx120bmw-16gb-android-7-1-preto/p
1595,smartphone lenovo vibe b desbloqueado gsm dual chip 8gb 4g android 6.0 preto,549,2016,4.5,1,1,1,5.0,2.0,0,hd,1,0.99,barra,1,8.0,147.0,gsm,6.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-vibe-b-desbloqueado-gsm-dual-chip-8gb-4g-android-6-0-preto/p
1597,smartphone multilaser ms45s dual p9012 desbloqueado gsmbranco,549,2016,4.5,1,0,1,5.0,3.0,0,rec_capacity_not_informed,1,0.9496774193548387,barra,0,8.0,130.0,gsm,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms45s-dual-p9012-desbloqueado-gsmbranco/p
1598,smartphone multilaser ms45 nb748 desbloqueado gsm 8gb android 7.0 preto,549,2018,4.5,1,1,1,8.0,5.0,0,rec_capacity_not_informed,0,3.116301369863014,barra,0,8.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms45-nb748-desbloqueado-gsm-8gb-android-7-0-preto/p
1600,smartphone multilaser ms50g desbloqueado dual chip 8gb android 8.1 preto + fone de ouvido pulse bluetooth ph230 + cartao 32gb microsd,549,2019,5.5,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,8.0,171.99525423728812,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50g-desbloqueado-dual-chip-8gb-android-8-1-preto-fone-de-ouvido-pulse-bluetooth-ph230-cartao-32gb-microsd/p
1601,smartphone multilaser ms50g nb747 desbloqueado 8gb dual chip android 8.1 prata e preto,549,2018,5.5,1,0,1,8.0,5.0,0,hd,1,3.116301369863014,barra,0,8.0,164.09353233830848,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50g-nb747-desbloqueado-8gb-dual-chip-android-8-1-prata-e-preto/p
1602,smartphone multilaser ms50 p9013 desbloqueado gsm dual chip 8gb 4g android 5.0 + capa de silicone + tampa verde + 1 pelicula,549,2017,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,8.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50-p9013-desbloqueado-gsm-dual-chip-8gb-4g-android-5-0-capa-de-silicone-tampa-verde-1-pelicula/p
1603,smartphone multilaser ms60f nb710 desbloqueado gsm dual chip 16gb android 7.0 preto e prata,549,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,1,16.0,154.0,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60f-nb710-desbloqueado-gsm-dual-chip-16gb-android-7-0-preto/p
1604,smartphone lg k9 lmx210 desbloqueado gsm dual chip tv 16gb android 7.0 azul,549,2018,5.0,1,1,1,8.0,5.0,0,hd,1,0.82,barra,1,16.0,148.0,gsm,7.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k9-lmx210-desbloqueado-gsm-dual-chip-tv-16gb-android-7-0-azul/p
1605,smartphone lg k9 lmx210 desbloqueado gsm dual chip tv 16gb android 7.0 dourado,549,2018,5.0,1,1,1,8.0,5.0,0,hd,1,0.82,barra,1,16.0,148.0,gsm,7.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k9-lmx210-desbloqueado-gsm-dual-chip-tv-16gb-android-7-0-dourado/p
1606,vi smartphone meizu m5c desbloqueado gsm dual chip 16gb preto + vi center powerbank,549,2018,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.83,barra,1,16.0,135.0,gsm,0.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/vi-smartphone-meizu-m5c-desbloqueado-gsm-dual-chip-16gb-preto-vi-center-powerbank/p
1615,smartphone samsung galaxy j5 duos sm-j500m/ds gsm 16gb desbloqueado preto,539,2015,5.0,1,1,1,13.0,5.0,0,full hd,1,0.79,barra,1,16.0,146.0,gsm,5.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j5-duos-sm-j500m-ds-desbloqueado-gsm-preto/p
1629,"smartphone zte l5 shade 8gb desbloqueado 5"" 3g android 5.1 preto + capa branca",534,2016,5.0,1,0,1,8.0,2.0,0,rec_capacity_not_informed,1,0.9,barra,1,8.0,130.0,tec_not_informed,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-zte-l5-shade-8gb-desbloqueado-5-3g-android-5-1-preto-e-branco/p
