,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio
403,smartphone sony xperia xa1 ultra g3226 desbloqueado gsm dual chip 64gb android 7.0 dourado,2899,2017,6.0,1,1,1,23.0,16.0,1,rec_capacity_not_informed,1,81.0,barra,1,64.0,188.0,gsm,7.0,0.0,0.0,sony,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-xa1-ultra-g3226-desbloqueado-gsm-dual-chip-64gb-android-7-0-dourado/p
404,smartphone sony xperia xa1 ultra g3226 desbloqueado gsm dual chip 64gb android 7.0 preto,2899,2017,6.0,1,1,1,23.0,16.0,1,rec_capacity_not_informed,1,81.0,barra,1,64.0,188.0,gsm,7.0,0.0,0.0,sony,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-xa1-ultra-g3226-desbloqueado-gsm-dual-chip-64gb-android-7-0-preto/p
406,"smartphone samsung galaxy m30s 6.4"" 128gb branco",2889,2020,6.4,1,1,1,0.0,0.0,0,rec_capacity_not_informed,0,3.96212962962963,barra,0,128.0,161.71428571428572,tec_not_informed,0.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-m30s-6-4-128gb-branco/p
407,smartphone lg g7 thinq lmg710emw desbloqueado gsm dual chip android 8.0 preto,2882,2018,6.1,1,1,1,16.0,8.0,1,4k,1,0.79,barra,1,64.0,162.0,gsm,8.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-g7-thinq-lmg710emw-desbloqueado-gsm-dual-chip-android-8-0-preto/p
408,smartphone asus zenfone 6 zs630kl desbloqueado dual chip 64gb android 9.0 prata,2879,2019,6.4,1,1,1,48.0,0.0,1,4k,1,0.91,barra,1,64.0,190.0,gsm,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-6-zs630kl-desbloqueado-dual-chip-64gb-android-9-0-prata/p
409,smartphone asus zenfone 6 zs630kl desbloqueado dual chip 64gb android 9.0 preto,2879,2019,6.4,1,1,1,48.0,0.0,1,4k,1,0.91,barra,1,64.0,190.0,gsm,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-6-zs630kl-desbloqueado-dual-chip-64gb-android-9-0-preto/p
412,smartphone samsung galaxy s10 lite sm-g770f desbloqueado dual chip 128gb android 10 azul,2849,2020,6.7,1,1,1,48.0,32.0,1,rec_capacity_not_informed,1,81.0,barra,1,128.0,186.0,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-lite-sm-g770f-desbloqueado-dual-chip-128gb-android-10-azul/p
413,celular samsung galaxy s10 lite sm-g770f desbloqueado dual chip 128gb android 10 preto,2849,2020,6.7,1,1,1,48.0,32.0,1,rec_capacity_not_informed,1,81.0,barra,1,128.0,186.0,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-s10-lite-sm-g770f-desbloqueado-dual-chip-128gb-android-10-preto/p
414,celular samsung galaxy s10 lite sm-g770f desbloqueado dual chip 128gb android 10 branco,2849,2020,6.7,1,1,1,48.0,32.0,1,rec_capacity_not_informed,1,81.0,barra,1,128.0,186.0,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-samsung-galaxy-s10-lite-sm-g770f-desbloqueado-dual-chip-128gb-android-10-branco/p
415,smartphone samsung galaxy note 10 lite sm-n770/1dl desbloqueado gsm 128gb android 10.0 vermelho + galaxy fit preto,2841,2020,6.7,1,1,1,12.0,32.0,1,rec_capacity_not_informed,1,0.87,barra,1,128.0,198.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-10-lite-sm-n770-1dl-desbloqueado-gsm-128gb-android-10-0-vermelho-galaxy-fit-preto/p
416,smartphone samsung galaxy note 10 lite sm-n770/1dl desbloqueado gsm 128gb android 10.0 preto + galaxy fit samsung preto,2841,2020,6.7,1,1,1,12.0,32.0,1,rec_capacity_not_informed,1,0.87,barra,1,128.0,198.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-10-lite-sm-n770-1dl-desbloqueado-gsm-128gb-android-10-0-preto-galaxy-fit-samsung-preto/p
417,smartphone samsung galaxy note 10 lite sm-n770/1dl desbloqueado gsm 128gb android 10.0 prata + galaxy fit samsung preto,2841,2020,6.7,1,1,1,12.0,32.0,1,rec_capacity_not_informed,1,0.87,barra,1,128.0,198.0,gsm,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-note-10-lite-sm-n770-1dl-desbloqueado-gsm-128gb-android-10-0-prata-galaxy-fit-samsung-preto/p
420,"smartphone samsung galaxy s8 sm-g950fd desbloqueado gsm dual chip tela 5.8"" 64gb android 7.0 ametista",2799,2017,5.8,1,1,1,12.0,8.0,1,4k,1,0.8,barra,1,64.0,155.0,gsm,7.0,0.0,0.0,samsung,0,0,0,1,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s8-sm-g950fd-desbloqueado-gsm-dual-chip-tela-5-8-64gb-android-7-0-ametista/p
421,smartphone xiaomi mi 9 lite desbloqueado 128gb dual chip android 9.0 pie branco,2799,2019,6.39,1,1,1,48.0,32.0,1,4k,1,0.86,barra,1,128.0,179.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-lite-desbloqueado-128gb-dual-chip-android-9-0-pie-branco/p
422,"iphone 6s plus apple 4g 64gb 5.5"" ouro rosa",2799,2015,5.5,1,1,1,12.0,5.0,1,4k,0,0.73,barra,1,64.0,192.0,gsm,0.0,9.0,0.0,apple,0,0,0,0,1,0,0,0,0,0,https://www.jacotei.com.br/iphone-6s-plus-apple-4g-64gb-5-5-rosa-dourado/p
423,smartphone motorola moto z power & sound edition dual chip desbloqueado 64gb 5.5'' android 6.0 dourado,2798,2016,5.5,1,1,1,13.0,5.0,1,rec_capacity_not_informed,0,0.68,barra,1,64.0,134.0,gsm,6.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-z-power-sound-edition-dual-chip-desbloqueado-64gb-5-5-android-6-0-dourado/p
424,smartphone asus zenfone 6 zs630kl desbloqueado dual chip 128gb android 9.0 preto,2789,2019,6.4,1,1,1,48.0,0.0,1,4k,1,0.91,barra,1,128.0,190.0,tec_not_informed,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-6-zs630kl-desbloqueado-dual-chip-128gb-android-9-0-preto/p
425,smartphone samsung galaxy s7 edge black piano edition sm-g935f desbloqueado gsm single chip 128gb android 6.0 preto,2789,2017,5.5,1,1,1,12.0,5.0,1,rec_capacity_not_informed,0,0.77,barra,1,128.0,157.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s7-edge-black-edition-sm-g935f-desbloqueado-gsm-single-chip-128gb-android-6-0-preto/p
427,"iphone 8 apple 64gb 4.7"" desbloqueado dourado",2789,2017,4.7,1,1,1,12.0,7.0,1,4k. hd,0,0.73,barra,1,64.0,148.0,tec_not_informed,0.0,11.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-8-apple-64gb-4-7-desbloqueado-dourado/p
428,"iphone 8 apple 64gb 4.7"" desbloqueado prata",2789,2017,4.7,1,1,1,12.0,7.0,1,4k. hd,0,0.73,barra,1,64.0,148.0,tec_not_informed,0.0,11.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-8-apple-64gb-4-7-desbloqueado-prata/p
429,"iphone 8 apple 64gb 4.7"" desbloqueado cinza espacial",2789,2017,4.7,1,1,1,12.0,7.0,1,4k. hd,0,0.73,barra,1,64.0,148.0,tec_not_informed,0.0,11.0,0.0,apple,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/iphone-8-apple-64gb-4-7-desbloqueado-cinza-espacial/p
430,smartphone samsung galaxy s10 sm-g973f/1dl desbloqueado 128gb dual chip android 9 pie branco,2784,2019,6.1,1,1,1,16.0,10.0,1,4k,1,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-desbloqueado-128gb-dual-chip-android-branco/p
431,smartphone samsung galaxy s10 sm-g973f desbloqueado 128gb dual chip android 9 pie preto,2784,2019,6.1,1,1,1,16.0,10.0,1,4k,1,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-desbloqueado-128gb-dual-chip-android-android-9-pie-preto/p
432,smartphone samsung galaxy s10 sm-g973f/1dl desbloqueado 128gb dual chip android android 9 pie azul,2784,2019,6.1,1,1,1,16.0,10.0,1,4k,1,0.86,barra,1,128.0,157.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10-desbloqueado-128gb-dual-chip-android-android-9-pie-azul/p
433,smartphone motorola one xt1941-3 desbloqueado 64gb dual chip android 8.1 branco + oculos realidade virtual 3d,2779,2019,5.9,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,0,64.0,162.0,gsm,8.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-one-xt1941-3-desbloqueado-64gb-dual-chip-android-8-1-branco-oculos-realidade-virtual-3d/p
434,smartphone asus zenfone 5 selfie zc600kl desbloqueado gsm 64gb android 7.0 preto,2778,2018,6.0,1,1,1,16.0,20.0,0,4k,1,0.77,barra,1,64.0,168.0,gsm,7.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-5-selfie-zc600kl-desbloqueado-gsm-64gb-android-7-0-preto/p
435,smartphone samsung galaxy a7 sm-a750g desbloqueado gsm dual chip 128gb android 8.0 cobre,2775,2018,6.0,1,1,1,24.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,128.0,168.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-sm-a750g-desbloqueado-gsm-dual-chip-128gb-android-8-0-cobre/p
436,smartphone xiaomi mi 9t desbloqueado 128gb dual chip android 9 azul,2769,2019,6.4,1,1,1,48.0,20.0,0,rec_capacity_not_informed,1,0.88,barra,0,128.0,191.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9t-desbloqueado-128gb-dual-chip-android-9-azul/p
438,smartphone huawei honor note 10 desbloqueado dual chip 128gb android 8.1 preto,2752,2020,6.95,1,1,1,16.0,13.0,1,rec_capacity_not_informed,1,3.96212962962963,barra,1,128.0,161.71428571428572,tec_not_informed,8.1,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-honor-note-10-desbloqueado-dual-chip-128gb-android-8-1-preto/p
439,smartphone samsung galaxy a7 sm-a750g desbloqueado gsm dual chip 64gb android 8.0 cobre,2736,2018,6.0,1,1,1,24.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,64.0,168.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-sm-a750g-desbloqueado-gsm-dual-chip-64gb-android-8-0-cobre/p
440,smartphone asus zenfone 6 zs630kl desbloqueado dual chip 128gb android 9.0 prata,2727,2019,6.4,1,1,1,48.0,0.0,1,4k,1,0.91,barra,1,128.0,190.0,tec_not_informed,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-6-zs630kl-desbloqueado-dual-chip-128gb-android-9-0-prata/p
441,"smartphone xiaomi mi 9t 128gb dual chip desbloqueado 6.39"" android 9 preto",2725,2019,6.4,1,1,1,48.0,20.0,0,rec_capacity_not_informed,1,0.88,barra,0,128.0,191.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9t-128gb-dual-chip-desbloqueado-6-39-android-9-preto/p
442,"smartphone huawei nova 5t desbloqueado 6.26"" 4g 128gb dual chip android 9 crush blue azul",2720,2020,6.26,1,1,1,48.0,32.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,0,128.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-nova-5t-desbloqueado-6-26-4g-128gb-dual-chip-android-9-crush-blue-azul/p
443,"smartphone huawei nova 5t desbloqueado 6.26"" 4g 128gb dual chip android 9 crush blue preto",2720,2020,6.26,1,1,1,48.0,32.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,0,128.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-nova-5t-desbloqueado-6-26-4g-128gb-dual-chip-android-9-crush-blue-preto/p
444,smartphone huawei maimang 7 desbloqueado 64gb dual chip android 8.1 preto,2717,2020,6.3,1,0,0,20.0,24.0,0,rec_capacity_not_informed,1,0.76,barra,0,64.0,172.0,tec_not_informed,8.1,0.0,0.0,huawei,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-huawei-maimang-7-desbloqueado-64gb-dual-chip-android-8-1-preto/p
445,"smartphone huawei honor v10 4g 64gb 5.9""",2717,2020,,1,1,1,20.0,0.0,0,rec_capacity_not_informed,0,3.96212962962963,,0,64.0,161.71428571428572,tec_not_informed,0.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-honor-v10-4g-64gb-5-9/p
446,smartphone huawei maimang 7 desbloqueado 64gb dual chip android 8.1 dourado,2717,2020,6.3,1,0,0,20.0,24.0,0,rec_capacity_not_informed,1,0.76,barra,1,64.0,172.0,tec_not_informed,8.1,0.0,0.0,huawei,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-huawei-maimang-7-desbloqueado-64gb-dual-chip-android-8-1-dourado/p
448,"smartphone sony xperia xz desbloqueado 32gb 4g 5.2"" android 6.0 prata",2709,2016,5.2,1,1,1,23.0,13.0,1,full hd,0,0.8,barra,1,32.0,161.0,tec_not_informed,6.0,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-xz-desbloqueado-32gb-4g-5-2-android-6-0-prata/p
449,smartphone xiaomi mi 9 lite desbloqueado 128gb dual chip android 9.0 pie cinza,2700,2019,6.39,1,1,1,48.0,32.0,1,4k,1,0.86,barra,1,128.0,179.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-lite-desbloqueado-128gb-dual-chip-android-9-0-pie-cinza/p
450,"smartphone asus zenfone zoom zx551ml 128gb desbloqueado 4g android 5.0 5.5"" preto",2699,2016,5.5,1,1,1,13.0,5.0,1,full hd,0,1.2,barra,1,128.0,185.0,gsm,5.0,0.0,0.0,asus,0,1,1,0,0,0,0,1,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-zoom-zx551ml-128gb-desbloqueado-4g-android-5-0-5-5-preto/p
451,smartphone lg g5 h840 desbloqueado gsm 4g 32gb android 6.0 rose,2699,2016,5.3,1,1,1,16.0,8.0,1,rec_capacity_not_informed,0,0.77,barra,1,32.0,156.0,gsm,6.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-g5-h840-desbloqueado-gsm-4g-32gb-android-6-0-rose/p
452,smartphone motorola moto z power edition dual chip desbloqueado 64gb 5.5'' android 6.0 dourado,2699,2016,5.5,1,1,1,13.0,5.0,1,rec_capacity_not_informed,0,0.68,barra,1,64.0,134.0,gsm,6.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-z-power-edition-dual-chip-desbloqueado-64gb-5-5-android-6-0-dourado/p
456,smartphone motorola moto z2 force xt1789 dual chip android 7.1 nougat desbloqueado gsm 64gb preto,2699,2017,5.5,1,1,1,12.0,5.0,1,4k,1,0.8,barra,0,64.0,143.0,gsm,7.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-z2-force-xt1789-dual-chip-android-7-1-nougat-desbloqueado-gsm-64gb-preto/p
458,celular xiaomi mi8 lite desbloqueado gsm 128gb dual chip android 8.1 preto,2695,2018,6.26,1,1,1,12.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,128.0,169.0,gsm,8.1,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-xiaomi-mi8-lite-desbloqueado-gsm-128gb-dual-chip-android-8-1-preto/p
459,smartphone lg g5 h840 desbloqueado gsm single chip 4g 32gb android 6.0 prata,2689,2016,5.3,1,1,1,16.0,8.0,1,rec_capacity_not_informed,0,0.77,barra,1,32.0,159.0,gsm,6.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-g5-h840-desbloqueado-gsm-single-chip-4g-32gb-android-6-0-prata/p
460,smartphone xiaomi mi 9 lite desbloqueado 128gb dual chip android 9.0 pie preto,2679,2019,6.39,1,1,1,48.0,32.0,1,4k,1,0.86,barra,1,128.0,179.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-lite-desbloqueado-128gb-dual-chip-android-9-0-pie-preto/p
461,smartphone lg g5 se desbloqueado gsm android 6.0 32gb 4g prata + acessorio camera modular para celular lg g5 cbg-700,2659,2016,5.3,1,1,1,16.0,8.0,0,rec_capacity_not_informed,0,0.63,barra,0,32.0,156.0,gsm,6.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-g5-se-desbloqueado-gsm-android-6-0-32gb-4g-prata-acessorio-camera-modular-para-celular-lg-g5-cbg-700/p
462,smartphone lg g5 se desbloqueado gsm android 6.0 32gb 4g rosa + acessorio camera modular para celular lg g5 cbg-700,2659,2016,5.3,1,1,1,16.0,8.0,0,rec_capacity_not_informed,0,0.63,barra,0,32.0,156.0,gsm,6.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-g5-se-desbloqueado-gsm-android-6-0-32gb-4g-rosa-acessorio-camera-modular-para-celular-lg-g5-cbg-700/p
464,smartphone xiaomi mi 9 se desbloqueado 128gb android 9 azul,2639,2019,,1,1,1,48.0,20.0,1,rec_capacity_not_informed,1,0.75,barra,1,128.0,155.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-se-desbloqueado-128gb-android-9-azul/p
466,smartphone xiaomi mi 9 lite desbloqueado 64gb dual chip android 9.0 pie branco,2618,2019,6.39,1,1,1,48.0,32.0,1,4k,1,0.86,barra,1,64.0,179.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-lite-desbloqueado-64gb-dual-chip-android-9-0-pie-branco/p
467,smartphone samsung galaxy s9 plus sm-g965 desbloqueado gsm 128gb dual chip android 8.0 azul,2603,2018,6.2,1,1,1,12.0,8.0,1,rec_capacity_not_informed,1,0.85,barra,1,128.0,189.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s9-plus-sm-g965-desbloqueado-gsm-128gb-dual-chip-android-8-0-azul/p
470,smartphone xiaomi mi 9 se desbloqueado gsm dual chip 64gb android 9.0 pie black piano,2590,2019,5.97,1,1,1,48.0,20.0,1,4k,1,0.74,barra,1,64.0,155.0,gsm,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-mi-9-desbloqueado-gsm-dual-chip-64gb-android-9-0-pie-black-piano/p
472,smartphone samsung g955fd galaxy s8 plus dual chip 128gb 4g desbloqueado gsm vitrine,2573,2019,6.2,1,1,0,0.0,0.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,0,128.0,171.99525423728812,gsm,0.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-g955fd-galaxy-s8-plus-dual-chip-128gb-4g-desbloqueado-gsm-vitrine/p
473,smartphone samsung galaxy a8 plus sm-a730f desbloqueado gsm dual chip 64gb android 7.1,2571,2018,6.0,1,1,1,16.0,16.0,1,rec_capacity_not_informed,1,0.83,barra,1,64.0,191.0,gsm,7.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a8-plus-sm-a730f-desbloqueado-gsm-dual-chip-64gb-android-7-1/p
474,"iphone 6s plus apple 4g 16gb 5.5"" cinza espacial",2551,2015,5.5,1,1,1,12.0,5.0,1,4k,0,0.73,barra,1,16.0,192.0,gsm,0.0,9.0,0.0,apple,0,0,0,0,1,0,0,0,0,0,https://www.jacotei.com.br/iphone-6s-plus-apple-4g-16gb-5-5-cinza-espacial/p
477,smartphone xiaomi redmi note 9s 64gb versao global desbloqueado branco,2519,2020,6.67,1,1,1,48.0,16.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,0,64.0,161.71428571428572,tec_not_informed,10.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-note-9s-64gb-versao-global-desbloqueado-branco/p
478,smartphone samsung galaxy a71 sm-a715f/1dl desbloqueado 128gb dual chip android 10 preto + galaxy fit preto,2519,2020,6.7,1,1,1,64.0,32.0,1,rec_capacity_not_informed,1,0.79,barra,1,128.0,172.0,tec_not_informed,10.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a71-sm-a715f-1dl-desbloqueado-128gb-dual-chip-android-10-preto-galaxy-fit-preto/p
479,smartphone samsung galaxy s10e sm-g970f/1dl desbloqueado 128gb dual chip android 9.0 branco,2510,2019,5.8,1,1,1,12.0,10.0,1,4k,1,0.79,barra,1,128.0,150.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10e-desbloqueado-128gb-dual-chip-android-9-0-branco/p
480,"iphone 7 apple 128gb desbloqueado 4g 4.7"" prata",2510,2016,4.7,1,1,1,12.0,7.0,1,4k,0,0.71,barra,1,128.0,138.0,tec_not_informed,0.0,10.0,0.0,apple,0,1,1,1,0,0,0,0,0,0,https://www.jacotei.com.br/iphone-7-apple-128gb-desbloqueado-4g-4-7-prata/p
481,smartphone samsung galaxy s10e sm-g970f/1dl desbloqueado 128gb dual chip android 9.0 azul,2510,2019,5.8,1,1,1,12.0,10.0,1,4k,1,0.79,barra,1,128.0,150.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s10e-desbloqueado-128gb-dual-chip-android-9-0-azul/p
483,smartphone motorola moto z3 play stereo speaker desbloqueado 64gb dual chip android 8.1 indigo,2500,2018,6.0,1,1,1,12.0,8.0,1,rec_capacity_not_informed,1,0.67,barra,1,64.0,155.0,gsm,8.1,0.0,0.0,motorola,0,0,0,1,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-z3-play-stereo-speaker-desbloqueado-64gb-dual-chip-android-8-1-indigo/p
485,smartphone samsung galaxy s7 edge sm-g935f desbloqueado gsm 4g 32gb single chip android 6.0 preto,2499,2016,5.5,1,1,1,12.0,5.0,1,4k,0,0.77,barra,1,32.0,157.0,gsm,6.0,0.0,0.0,samsung,0,0,0,0,0,1,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-desbloqueado-gsm-4g-32gb-single-chip-android-6-0-preto/p
486,smartphone samsung galaxy a7 sm-a750g desbloqueado gsm dual chip 128gb android 8.0 preto,2499,2018,6.0,1,1,1,24.0,24.0,0,rec_capacity_not_informed,1,0.75,barra,1,128.0,168.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-sm-a750g-desbloqueado-gsm-dual-chip-128gb-android-8-0-preto/p
487,"iphone 6s plus apple 4g 32gb 5.5"" ouro rosa",2499,2016,5.5,1,1,1,12.0,5.0,1,4k,0,0.73,barra,1,32.0,192.0,gsm,0.0,9.0,0.0,apple,0,0,0,0,1,0,0,0,0,0,https://www.jacotei.com.br/iphone-6s-plus-apple-4g-32gb-5-5-ouro-rosa/p
