,modelo_celular,maior_preco,menor_preco,data_anuncio,destino_do_link,link_aunicio
1900,Celular LG B-220 B220 Preto 2 chips,"R$ 129,90","R$ 129,90", Mar/2019,jacotei.com.br,https://www.jacotei.com.br/celular-lg-b-220-b220-preto-2-chips/p
1901,Celular P/ Idoso Botão Sos Facil Usar Idoso Camera Dual Chip,"R$ 129,90","R$ 129,90", Fev/2020,shoptime.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkWFr4zAMhv9KMKSfujRO6sYulLHrKDs4uEG5z0Ox5dXMjTPHWRhj%2F%2F3UbGN34A%2FS80pCev3GXjAOLnRsy3jB2ZKl1x4p0d7pJ0r7GMyoE9u%2BsTF6Ek4p9cN2tUoR9BPGqgAj5rjQ4fxFV3P7NWi9E8o0VthW1A3nG1lyZZVZWwPY6jVUauGoRHLUrUDUtbEtt1I2nMYuwk4YREVtVqISCKQD12DFIqJxEXV6oK128055fZNXB3rTNBXDKfTJnfGyVNFGovMhKVDEa6nqSpYNz%2BtD6Lu8vr05%2FDre%2Fb7Pqw32EAm01QTWeQcmDERthO75o%2B6qrK%2Bqst5wwidPzIcJIzmle822ZSHFkr2AH8lEXqlCLVkH54uje%2FSjh5jdr7KfNDVkP0K6DtkxDNkBtPPZn4HUD2lPLRGy2xF8tj%2B5%2Fvtfxg6GwT12aIgFazE%2BOEO8abgl7xQq5KZpSwCKZGuVrkrZwOVnhxQiztWy%2FMo%2Bdzt%2B2nU5AxI%2Bhvg6F4rmH%2FD%2FHeydpEgnM6k0rNGW7P0vhD26qQ%3D%3D
1902,Celular Bright Senior 0485 Desbloqueado Dual Chip Preto,"R$ 129,90","R$ 129,90", Mai/2019,jacotei.com.br,https://www.jacotei.com.br/celular-bright-senior-0485-desbloqueado-dual-chip-preto/p
1903,Celular Flip Up Dois Chips e com Câmera,"R$ 129,90","R$ 129,90", Fev/2020,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkEtP6zAQhf9KZCldldSPOI9KFYKirhAsEHeLJvYYLNI4OAkVQvx3JoHq3it5MXPOePTN%2BWTvGAcfOrZlIhNszcaPHqkxrTev1PYx2MmMbPvJptiS8TKO%2FbDdbMYI5hWjzMDqpc5MOJ7VzfL9EozZFaaUtQMwVqGBxmrJJTqDuasqFIqv%2FE7XlUBjHaJR1jWCnDKXXK%2FCTiMvtaUFFdYagXxjRKH0KqL1Ec34RFS7hSlVV6k80DudTtkwNUeIvgszVdZEkpdLxkCVyBUvq0rkIlWH0Hepurk63N7d%2F7l%2FeLxOZYE9RNIaeQLnWw82DKS6CN3bz%2BgFVxeSq2LOy%2FSGbXlW6TV7h3ai7ISss3rNOjjOQe6xnVqIyaH1ffLYJzfBD8n%2BxfdDggnBJfvLI0b4m%2FzUwTD45w4tacE5jE%2Fekm4trxpd1MgrWwrBG5BGFU6UuS40iHnDMIaIy7SodX7uf0EezpHM0DDic4gfy6wu%2FxH%2Bp2ZfZEU6kMlaCwpNs69vs5mvvQ%3D%3D
1904,Celular P/ Idoso Botão Sos Facil Usar Idoso Camera Dual Chip,"R$ 129,90","R$ 129,90", Fev/2020,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUV1r4zAQ%2FCtG4Dyljj5iWwqE0qYEDo7rQei9lrW0akUdyyfbDaX0v9%2FGbbg70MPuzEjMjN7ZK6YhxI5tmCgEW7LxrUdabBvsC619im6yI9u8sym1RDyPYz9sVqsxgX3BJAtw5TwXNh4v6Gq%2Bfg3WbitbS%2BMBrFNooXGl5BK9xbXXGoXii7AtjRZonUe0yvlGEFOvJS8XcVs6RCOr2ms0JQLxIJyWbpHQhYR2fCRX29lTrm5yuadzOp2KYWqOkEIXz66KJhE8JxkjTUJpo6TmtcjVPvZdru5u9t9%2F3P%2B6Pzzc5rLCHhJhjTyBD20AFwdCfYLu96f0iqsryVV17sv2lm14ocsle4V2ou6ENIVZsg6O5yJ32E4tpOznKvtGD8XsNo7XMTvEIduDDW32MBD7Se3oSoLsboI22z2H%2Fu93TB0MQ3jq0BEWvcf0GBzhulaNq3kDBsAIVEpLACUrzT3UDitSD2NMOKuFKdeX%2Fcvd4dLTOQmM%2BBTT26wt63%2BA%2F6OwD6ISpWZOcekN1fDxB5e5t%2Fg%3D
1905,Celular Flip Up Dois Chips e com Câmera,"R$ 129,90","R$ 129,90", Fev/2020,shoptime.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkUFr3DAQhf%2BKEXhPG68lWZa0sISwYemh0ELoOcjSKCvitVxZjgkh%2F72zbkJa0GHmmyfx5umNvECaQhzIntCKki3JryNgY%2Ftgn7EdU3SzzWT%2FRubU4%2BCc8zjtd7ucjH2GxCrjxFpXNl4%2B6W69fmusPQjtpBe%2BE1xS2qqaaq9d452BzjaG6U1AiaJgOwFgufMd9UpJis9u4kFALQXoxivQAgzOraWydZsELiSw%2BRFdHVZPJb8r2QnPsizVdI5jDhe4mqq6hHRdJEesaMNrqRRtaMlPcRxKfn93%2Bv7w7cfPkrUwmoSgY4vxoQ%2FGxQmpT2b4%2FVd3U%2FMbVvOWIj73yPq4QMKk7GjJvq6U2JIX088YImW60lsymMs10SP0c29ScerDWPwai%2FsYpuJ4DuNUQIE2i%2BPtBZL5%2BoJ5MNMUngZwyKL3kB6DQ94ZDV5Jy7RVXgoBHDrZ2LqTrG1a3qJ6yjHBqlb1Z%2Fdh4%2BEjmatjk%2BEpptdVKOQ%2F4H%2FL5B1HCbcjjLGGW8bJ%2Bx9peLHi
1906,Celular P/ Idoso Botão Sos Facil Usar Idoso Camera Dual Chip,"R$ 129,90","R$ 129,90", Fev/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUl1r3DAQ%2FCtG4Hu6%2BPQRneWDI1wvHBRaWih9DmtplRNxLFeWY0LIf%2B%2Bek9AG9LAzs1pmVnphT5jGEHu2Y6ISbM3y84AEbBfsA8EhRTfZzHYvbEodCeech3G32eQE9gGTrMDppa5sfPxgN8v1G7B2L631aKR03hntVFtLpWt%2F7bTnpvF%2Buwp73RiBthGIVjnfCm%2FM1guUq7jXDrERde0NNhqBdBA0T6wSupDQ5jtytV88lepQyhOdeZ4reMQULPQwXmxVbSJ%2BiZIjVUKZRknDa1Gqk0%2FQ%2FynV7eH07YqrK8nVVpRyiwMkYls5gw9dABdHYuPQv7Uejj%2B%2BEz53BLs4Y6Jd2cGyHa%2BMXrMn6CZao5BN1axZT3ZodUfspg5S8XNTfKVxsfgS800sfsWxOIENXfF7JPVNOl4SQHE7QVccz2H49zIThRrDfY%2BOuOg9prvgiK%2Fb1iruuTTX2LTIQTfgFQrQHOqtN9Q95phw6Vb6A717O3xa2CUMZLyP6Xlp1%2FV%2FxOc07JWkZC%2F%2FR0jlNZfs9S8iFbxJ
1907,Celular Lenoxx CX903 Desbloqueado GSM Dual Chip Roxo,"R$ 524,99","R$ 129,00", Jul/2016,jacotei.com.br,https://www.jacotei.com.br/celular-lenoxx-cx903-desbloqueado-gsm-dual-chip-roxo/p
1908,Celular Lemon Sensi 1 Desbloqueado Dual Chip Preto e Verde,"R$ 129,00","R$ 129,00", Out/2019,jacotei.com.br,https://www.jacotei.com.br/celular-lemon-sensi-1-desbloqueado-dual-chip-preto-e-verde/p
1909,Celular Red Mobile Prime M012F Desbloqueado Dual Chip Preto,"R$ 159,00","R$ 129,00", Mai/2019,jacotei.com.br,https://www.jacotei.com.br/celular-red-mobile-prime-m012f-desbloqueado-dual-chip-preto/p
1910,Celular Positivo P28 Desbloqueado GSM Dual Chip SO Proprietário Preto,"R$ 208,90","R$ 127,90", Mar/2016,jacotei.com.br,https://www.jacotei.com.br/celular-positivo-p28-desbloqueado-gsm-dual-chip-so-proprietario-preto/p
1911,Celular Positivo P28 / 2C Preto,"R$ 127,90","R$ 127,90", Out/2018,jacotei.com.br,https://www.jacotei.com.br/celular-positivo-p28-2c-preto/p
1912,Celular Semp GO 1E Com Base Preto,"R$ 149,00","R$ 127,20", Nov/2019,jacotei.com.br,https://www.jacotei.com.br/celular-semp-go-1e-com-base-preto/p
1913,Celular Desbloqueado Blu Tank II T192 Dual Chip Desbloqueado GSM Preto,"R$ 124,90","R$ 124,90", Set/2015,jacotei.com.br,https://www.jacotei.com.br/celular-desbloqueado-blu-tank-ii-t192-dual-chip-desbloqueado-gsm-preto/p
1914,Celular Multilaser Flip Up P9023 Desbloqueado GSM Dual Chip Rosa,"R$ 183,18","R$ 124,35", Out/2016,jacotei.com.br,https://www.jacotei.com.br/celular-multilaser-flip-up-p9023-desbloqueado-gsm-dual-chip-rosa/p
1915,Celular Flip Up com Câmera e Bluetooth,"R$ 123,20","R$ 123,20", Fev/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkUFr3DAQhf%2BKEXhPG68lrWx5YQmbLXtq6annII9GWRHFcmQ5JoT8907chjagw7w3M%2FDN0xt7wTT5OLAD4xVnW5ZfRyQBwcMjyTFFO0Nmhzc2p0CNa87jdNjtcjLwiElUxqq1riA%2Bfbq7df3WABwFgEMthHVWKyv7VkjVur1Vrtadc83GH1WnOULHEUFa13OndeM4ik08KqxbBRKdxk6hoT4AV63dJLQ%2BIeR7ojquTKU8leJCb1mWyjxh8mAGM31gVX0ifz0lR6r4Xtatbjpdl%2FLikhmeS%2FntdPl%2BU8sbUcuGl6LB0SRye7EY54M3Nk7kxnH4M3o6%2F%2FxB%2BhpIhrhgoqxgBHaoK6227MWEmWLkQlZiywbCoejOGOZgUnEJfix%2BjQWRFedbIjUFFne0kGPM139%2FMBP%2B5B8GtORF5zDde0u%2B1kCxNHtunOFW11y32Gkntd63jRM1TU85JlynpfpUfylOX6L5wDYZH2J6XcdV%2B5%2FxlZu9UyvRiaxxaB30hr3%2FBpActWY%3D
1916,Celular Flip Up com Câmera e Bluetooth,"R$ 123,20","R$ 123,20", Fev/2020,shoptime.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkVFr3DAMx79KMOSerjk7jhPn4Chtx7GHwQalz0Wx5Z5pLs4cp6GUfvfpspat4Afpr7%2FMT9Ibe8E4%2BTCwPROFYFuWXkekxPTePFM6xmBnk9j%2Bjc2xp8IppXHa73YpgnnGWBZg1RoXJpw%2F1d3afg3GHFRrG6dcp2QjRK25aF1rK2cBO1NB2W48WbRA0ylEI63rhNO6EfTtJhwU8kaZijuNrUKgujFCGbGJaH1Ekx6J6rAy5fImL4%2F0lmUpplMYkz%2FjBaroIqnrIClQJCrJG123mufyGMYhl99ujj%2Fuv%2F%2F8lZc1jhBJ6MoFnO892DCR6iIMv%2F%2F6rri8KrmsBcmnnrQ%2BLBhpU2Y0bM8LrbbsBfqZlihKWZRbNsD5stE77OceYnbs%2FZg9jBmRZXfXZ4yQYXZLDSmEdPp3gXmAafJPA1rSgnMYH729nAkdoYtKY9MitBxqDlwqo4WqOsmB3FMKEVe35p%2FZB8X9x2IuwJDwKcTX1aia%2F4SvxOydSpGGY9p0rhZNzd7%2FAJvIsc8%3D
1917,Celular Flip Up com Câmera e Bluetooth,"R$ 123,20","R$ 123,20", Fev/2020,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkEFr3DAQhf%2BKEXhPG68lWba0sIQkZU%2BlOYT0GsbSKDHxWq4sZwkh%2F71jN0tb0GHme0%2Fw5n2wN4xTFwa2Z7zgbMvS%2B4i02L6zr7SOMbjZJrb%2FYHPsSXhJaZz2u12KYF8xigKcWufChtOF7tbv12DtobaNMB7AOokWWqdEKdBbrLzWyGW56Q7KaI7WeUQrnW85KU0lSrUJB4Vlo8BJr9EoBNKt5UrCJqLrItr0RKkOa6Zc3uTiSO98PhfT3J4gdkNYUhVtJLxekgJNvJJlo2ujy1wewzjk8tvN8fuP%2B5%2F3D4%2B3uahxhEisFWfwXd%2BBCxNRH2H49cd6VcorUcp66cuOlu3LQqste4N%2Bpu64kIXYsgFOS5F32M89xOzYd2P2OGaUJ7u7PmGEDLNb%2BpBCSC9%2Fi58HmKbueUBHLHiP8alzxLX04CXXBkWLtTGVQb5U6qm8ynBP7imFiKubG1Vd9q8cD5dGlsyQ8DnE99Wrmn%2FA%2F6HZJ0mR7mNCNa33lWafvwHve7EL
1918,Celular Multifuncional Up Play Básico - Preto,"R$ 123,00","R$ 123,00", Fev/2020,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkF9r2zAUxb%2BKESRPiaM%2Flq0EQmk38rSthdK9luurq07UsTxZbgil332Kt7AN9HDv7xzBueedvVEcfejZjolSsBVL54Hygp3H17wOMdgJE9u9syl2WfiR0jDuNpsUAV8pyhKsnucSw%2FFKN%2FP3G0Dc19jIrQNAqwihtVpySQ6pcsaQUHzp93prBKF1RKisa0VWmkpyvQx7nX3W6tYZ2mqCrFe8Fg0uI1kfCdNzTrWfMy3U7UIe8judTuU4tUeIvg%2BXVGUbM54vSSFPQou6qblu%2BEIdwtAv1Ofbw5dv99%2FvH5%2FuFrKmAWJmrTyB850HG8ZMXYT%2B52%2Frmqu15Kq%2B9IUDsh0vjV6xN%2Bim3J2QquQr1sPxUuQn6qYOYvF16pJ3U4%2B5bOiKp6F46OBc3N2MHkOxLh4ipfC3%2F6mHcfQvPdnMgnMUn73N3LaSiAuDiKblHDU5A1ChkKi1qUx2jylEmt1iq6vr%2FifO47WYS3RI9BLiefbq5h%2Fwf3b2kaWYz2StqSu1VS37%2BAV997P3
1919,Celular Multifuncional Up Play Básico - Preto,"R$ 123,00","R$ 123,00", Mar/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkU9r4zAQxb%2BKETinxLEky38CoWRbctqyvey5yKNRK6parizXhNLvvlPvlm5BB73fPMGbpzf2inFyYWAHxgvOtixdRiQB3sETyTEGM0Nihzc2R0%2BDx5TG6bDfp6jhCaMotFHrvYDw%2FEn36%2FMrDXAUABZbIYw1rTKyb4RUja2MsmXbWVtv3FF1LUfoOCJIY3tu27a2HMUmHBVW1kDd2RY7hZrmVak6KTcRjYsI6Z5SHddMuTzl4kxnWZZCP2N0oAc9fcQq%2Bkh8XSUFunHF66YuVVPm8myjHl5yeXM6%2F9yVcidKWfNc1DjqSLQXi7bOO23CRDSMw1%2Fr6frXLelHT9KHBSN1BSOwQ1m0astetZ%2BpRi5kUW7ZQHGoumv0s9cxu519cnYegHrXPvs9ZndeX7IfV5ODkO2yu4gpfH3FTFtM7mFAQyxYi%2FHeGeK245Vqyx7rHkQPVWdaK7iSFkzfl40m95RCxNUt1af6F%2Bb0raGP9DrhQ4iX1a6a%2F8D3%2BOydRpE2ZZKLquFVzd7%2FANuQt3E%3D
1920,Celular Multifuncional Up Play Básico - Preto,"R$ 123,00","R$ 123,00", Fev/2020,shoptime.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkVFr2zAUhf%2BKESRPiSPZlmQFQuk2wh42Fih7LrJ01YgqlifLNaH0v%2B%2FGa9kGerj3u0fi3KNX8gJp9LEne8JKRjYkXwfAxgRvnrEdUrSTyWT%2FSqYUcHDOeRj3u11O2jxDqkpt%2BVKXJl4%2B6G65fqeNOXBlpeOu47VkTLSUKads46yGzjS6UmuPkpaB6TiAqa3rmGtbyfDZdTxwQKkRxrWgOGicN5RrLtYJrE9g8iO6OiyeVvX9qjrimee5HM9xyP4CN1Nll5Aui%2BSIFeNMSEG5pKv6GId%2BVX%2B5P357%2BPrjtKoEDDoh6KpZOx%2B8tnFE6pLuf%2F3RbWm9rWgtGOJzQBbiDAmTMoMhe1q2fENedJgwRFbVJd2QXl9uiX6GMAWdiu9TyN5NvcHUdSh%2BDsUp6Gvx6W70Jhbb4pQgx78fMfV6HP1TDxZZdA7So7fIO2UEVRiOoYp3bWO54U2nLKhKcCslqsccEyzqln5072Ye3vO5%2BdYZnmK6LkIu%2FwH%2FGydvOEq4I6HCKSadJG%2B%2FAZ25tT8%3D
1921,Celular Convencional Lemon Sensi 8 Azul,"R$ 122,46","R$ 121,00", Ago/2019,jacotei.com.br,https://www.jacotei.com.br/celular-convencional-lemon-sensi-8-azul/p
1922,Celular Convencional Lemon Sensi 8 Vermelho,"R$ 121,00","R$ 120,56", Ago/2019,jacotei.com.br,https://www.jacotei.com.br/celular-convencional-lemon-sensi-8-vermelho/p
1923,Celular Blu Tank Jr T590 Desbloqueado Dual Chip Amarelo,"R$ 120,00","R$ 120,00", Nov/2018,jacotei.com.br,https://www.jacotei.com.br/celular-blu-tank-jr-t590-desbloqueado-dual-chip-amarelo/p
1924,Celular Semp GO 1L 1810 Desbloqueado Dual Chip Preto,"R$ 199,90","R$ 119,99", Jul/2019,jacotei.com.br,https://www.jacotei.com.br/celular-semp-go-1l-1810-desbloqueado-dual-chip-preto/p
1925,Celular Para Idoso Vita 3 Com Mp3 Radio Fm E Bluetooth,"R$ 119,99","R$ 119,99", Jun/2019,static.carrefour.com.br,https://track2.jacotei.com.br/r?h=eJxVkV9rwjAUxb9KyINPpk36xzQFGUwmDCYbG%2BxV0uRWO1tT0lQR8bsvkbnNx3PuIff%2BTs74AHZozB6XmEUMT7E79eCFahu187K3Ro%2FK4fKMR9v6wda5fijj%2BHg8RkpaC7UZbaRMF1U2XkA7ttKSN2kledZmMOSzcZKkZGE6supT8i51Y8iyI0Ae2xGcMW4b9%2FHqjXEheJpmD6Pr1oN%2FU8H8SyrjoJkEqwPdjN3cL%2BonbvdxH3C717oGO69TCmymJZGFZiTjHEhVCEFqWuRMZzlXOpvoF7OZJzShNGUFpdmMcQ%2BqeoVLGhX5FB%2BkvwyXjIlIiCneyy408sOGAhu6sqHAhlLk2ZBnQ1c2tOzQE%2Fpl%2B2t03MthaDZ70N4z4dx1o0PTSZZXOqlFRjPgUlWVSiqlVDrjlBU8pAdnLFzTvJjd5O2s2x8EBulgY%2BzpGs35P%2BOeAV%2F8yKqwHEQlacXw5RsCWKdt
1926,Celular Para Idoso Blu Diva Flex 2.4 T350 Branco,"R$ 119,00","R$ 119,00", Fev/2020,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUV2L2zAQ%2FCtG4DzlHH1YsR0I5dIjUCi9wrV9Pdar1VWcY7mynPQ47r9Xdhvagh52Z0bS7OwrO1MYne%2FZjolCsDWLLwOlBjuHz6kdgjcTRrZ7ZVPoEvE9xmHcbTYxAD5TkAUYvdQF%2BtMV3SzX3wHifouVbCwAGkUIrdGSS7JIpa1rEoqv3F43tSA0lgiVsa1ITFVKrld%2Br6k0Uie0pkYTJF4h1VCuAhkXCONjcrVfPOXqNpfHdC6XSzFO7QmC6%2F3sqmhDgpdJok%2BV0KLUUiolc3X0Q5%2Bru9vjx0%2F33%2B4fvh5yuaUBQsJaeQHrOgfGjwm1Afofv6U3XN1IrrZzXjgg2%2FGi1mt2hm5K2QnRFHzNejjNQb6nbuogZJ8hQPYhPeWzQzdld%2B4M2bGjn5ksyuyL0jw7pA%2FQ%2F13B1MM4uqeeTMK8tRQenZlXg9TWorWNMZJXLbay4qW2BKBTrmJWj9EHWtSi0eW1%2F%2BPo4ZrN7B4iPfnwsmh19Q%2Fwv332lqiQJmW1bkCXuGVvvwCZPbP4
1927,Celular Para Idoso Blu Diva Flex 2.4 T350 Branco,"R$ 119,00","R$ 119,00", Fev/2020,shoptime.b2w.io,https://track2.jacotei.com.br/r?h=eJxVkV1r2zAUhv%2BKESRXqaMPy7YCobQrYYPBCt190cdRY6pYnizHK6X%2FfSdey1bQhc5zXh29evVKzpDGLvZkR1jJyIbklwGwsKGzz1gOKbrJZrJ7JVMK2DjmPIy77TYnbZ8h8VI7uexLG08fdLscv9bW7qVyjZfeSNEwVreUKa9c5Z0GYyvN1bpDScvAGglghfOG%2BbZtGI5dx72EyvHWg29BSdDYF9ZzrdYJXJfA5kd0tV88rcTNih9wzfNcjsc45O4EF1OlSUiXh%2BSIOyZZJTkXgq%2FEIQ79StzdHL4%2FfP1xv%2BI1DDohMHzWvguddnFE6pPuf%2F3VXVFxxamoGeJjQBbiDAmTsoMlO1q2ckPOOkwYImOqpBvS69Ml0S8QpqBTca%2BTLr7h3Fjchqm46866OAT4XfCyKn4KSYtbvM3Gf38x9Xocu6ceHLLoPaTHziGntVHQiNpoZyvMkDVAGxBWKMmolAbVY44JFnVLP6p3Pw%2FvEV2s6wxPMb0sQtn8Bz57J2%2FYSvhM0hqmatdI8vYHeKO0Cw%3D%3D
1928,"Celular com Teclas Grandes e Iluminadas, Lenoxx CX906, Suporta Cartão SD até 8gb, 1.8"", Preto","R$ 119,00","R$ 119,00", Dez/2019,na.ssl-,https://track2.jacotei.com.br/r?h=eJxVkF9r2zAUxb%2BK0EPZwLXlqorlQAhtCqHQlUJG6cMg3EhXmYkiGUlO%2Bod%2B98nZWDa9nXOvpPM7H%2FSAIXbe0Smty5oWNL31mIWyndpl2QevB5Xo9IMOwebBz5T6OK2q4%2FFYwh7evSuV35ebUOm%2BumXNsn1%2BfGiXVUAzg6jW2qzPbi2kEM1EsvFU8wTb2RWrGy4m8vKKXaiAkLoDzrhknPO%2F%2BmZ1%2Fzg7v3JhO7dbeI35A5czql7RKSulKOgB7JDj13VbsoI62I8sC7SDhUByTvIdlYVIlgGcxkiQ3Nth3znQEAvygM6%2FvpLFS8smBVkNvQ8JyAJCmnuyuiOQ5kRuNwWpS%2FmDFuQpYPLnzgYHMXZbhzp73hgM606PXSppGthkTMFltg1ca4YbziZGNsiv83ZMPuBpm9cjx2%2F9J%2F%2FNqWby5RuEHaYnCwq%2FjtiQcOvD2%2BmaaP4x%2Fuemn3kUckVUMNOIFg39%2FAWlPpz4
1929,Celular Para Idoso Blu Diva Flex 2.4 T350 Branco,"R$ 119,00","R$ 119,00", Fev/2020,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUtFq3DAQ%2FBUj8D1dfJZk%2BeSDo1wSDgIt7UPfw95qlZgoliPb54aQf%2B%2Be29AG9KCZHYmZkd7EmdLQxk7shCykWIvxtScGGFp8Ytin6CYcxe5NTCnw4HEc%2B2G32YwJ8ImSKsCZZV9gfP5gN8vxL4C4V4ierFLOO2ucPm2VNltfOeNL23hfr9q9aawkbCQRaudP0ltbe0lqFfeGKqdqAG%2BpMQQ810i%2BoVUi1ybC8Z5d7RdPuT7k6shrnucCnim1CB0MF1vFKTG%2FRBkj76SRlVFKa5Xro0%2FQveT69nD8elXqK1XqWuaqph4Ssyc1g29DCy4OzMa%2B%2ByM93Hz%2FxvgxMAxxpsRdYY9iVxbWrMUZwsQ1StkU5Vp0bIeru6EwBUjZD0iQ3fGFMbsOU3bbniE7BvqVqaLKfmpTZtfsCeO%2F15g4yNA%2BdOSYi95Tum8d81AbcNL7pqpMXRnklrRFaTzWTsLWsnoYY6JFrc0H%2Buvn8KmkSwAY6SGm10Vutv8RnxOIdx4lvPwZTqhR1uL9N55Xtxs%3D
1930,Celular Blackberry Curve 9620 Cinza,"R$ 219,00","R$ 119,00", Abr/2018,jacotei.com.br,https://www.jacotei.com.br/celular-blackberry-curve-9620-cinza/p
1931,Celular Positivo P26 32MB / 2G / Dual Sim / Tela 1.8 / Câmera VGA - Preto,"R$ 119,00","R$ 119,00", Fev/2020,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUWFr2zAU%2FCtG4HxKHEm2bDkQStqSftnWQLZ%2BLU%2FScydqW54sJ5TS%2Fz7FXdgGQty7O8G90zs5oR%2Bt68mGsIyRJQlvA8ZBt1a%2FxnHwzkw6kM07mXwbhZ8hDONmvQ4e9Ct6noERM860667sen5%2BA1pvS13xugHQJkcNyghOOTYai0ZKZDld2K2oJUNtGkSdm0axqFQFp2LhtgJzWWshGom1QIg6qynTbOHRWI86PMdU2zlTmu9Svo%2FnfD5n46Q68LZ3l1SZ8pGeNwkuIlZIybmQskzzvRv6NL%2Ff7b98e3x6PP64TXmJA%2FjIKX6GxrYWjBsj23jof31aVzRfcZqXl770oMmGZlIsyQnaKXbHWJ3RJemhuxR5h%2B3Ugk8ObrTBnlxy4GWS86%2B3yTrhD%2FG6n6BNjraL8Du2kLBMRnh306GH5Olhl6ySg8fg%2Fv7N1MM42pceTeRc06B%2FtibytJK1EiCxUMilMopXhaypQiaAlkpG9xicx9nNalFc5z9Rj9fSLmtBwBfn32avqP4h%2Ft%2BLfETJxwqI4QqUFEA%2BfgNjKbh7
1932,Celular Positivo Feature Phone P-28-B Dual - 11130489,"R$ 118,90","R$ 118,90", Jul/2019,americanas.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUdFq4zAQ%2FBUjSJ5ix5IsWw6EI9eSpzuuf1Dk1aoRdS2fLMeU0n%2B%2Fje9KryDEzuwuzMy%2BsSvGyYeBHRgvONux9DoiAeg9PBMcY7AzJHZ4Y3PsqXFJaZwO%2B32KBp4xisJYtdYFhJcPdr%2BufzMARwHgUAthndXKyq4RUjWussqVunWu3vqjajVHaDkiSOs67rSuHUexDUdlBWJnsAahjYROlQKh4biNaH1ESI%2Bk6rhq2sjTRpzpLctSmBeMHsxgppusoovEr1ZSoKptKy1ULTby7KIZfm%2Fk%2Fen8Iy9lLkpZ842ocTSR2E4sxvneGxsmYsM4%2FB093f36SfjSE%2BzDgpGSghHYoSy02rGr6WcKkXNdtDs2kBgK7g77uTcxewiTT%2F4asjOaNEfMHi5hoD8XOv%2Be3c%2Bmz%2FKMcy7LSrefB5nJy%2BSfBrTEBecwPnpLPCqNHVfKcmk0qW%2Bs0qKCpnUS0eLtpFMKEddpqT7QP1GnLzndXJiETyG%2BruOq%2BY%2F4aoO9UyuSY1apRrXQavb%2BB4H4t7g%3D
1933,Celular Positivo Feature Phone P-28-B Dual - 11130489,"R$ 118,90","R$ 118,90", Jul/2019,submarino.b2w.io,https://track2.jacotei.com.br/r?h=eJxVUWFr2zAQ%2FStGkHxKHEuyHCkQRruST2MtlO1rOZ9OrahjebKcUEr%2F%2BxR3YRsIcffuHXrv6Z2dKI4%2B9GzHeMnZiqW3gXKDncfX3A4x2AkT272zKXZ58JLSMO42mxQBXymKEqya6xLD8Ypu5vUvgLhvcCuMA0ArCaG1SlSCHFLttCYuq6XfK6M5oXVEKK1reZ5sa1GpZdgrK4iM0w0KDRJblZexaXEZyfpImJ6yqv2saSFvFuKQz%2Fl8LsepPUL0fbioKtuY4dlJCrkyptZCNWIhD2HoF%2FLu5vDt%2B%2F3P%2B8cftwvR0AAxY604g%2FOdBxvGjLoI%2Fa9P6rqSa1HJ5pIWDsh2VanVip2gm3JynOvSrFgPx0uMX6mbOojFQxh98qdQHAjSFKl4eAl9vtdCr2%2BLuwm6Yl1wnvOotfn7C1MP4%2Bife7IZC85RfPI248rWKNoKa2O2VMsKkW9bB7KxzihHbWaPKUSa2dyo%2Btr%2FkfV4jediARI9h%2Fg2c9X2H%2BB%2FD%2Bwjj2K2yyi%2FBkI79vEbgau0aw%3D%3D
